,upid,assembly_acc,assembly_version,wgs_acc,wgs_version,assembly_name,assembly_level,study_ref,description,total_length,ungapped_length,circular,ncbi_id,scientific_name,common_name,kingdom,num_rfam_regions,num_families,is_reference,is_representative,created,updated,_dlt_load_id,_dlt_id
486,UP000000430,GCA_000046845.1,1,,,ASM4684v1,complete-genome,PRJNA12352,ASM4684v1 assembly for Acinetobacter sp. ADP1,3598621,3598621,0,62977,Acinetobacter sp. ADP1,,bacteria,146,29,0,1,2017-04-04T18:07:28.000Z,2024-09-10T04:54:33.000Z,1731962247.2272599,uNVZTDF2Ud2aKw
487,UP000000431,GCA_000008725.1,1,,,ASM872v1,complete-genome,PRJNA45,ASM872v1 assembly for Chlamydia trachomatis D/UW-3/CX,1042519,1042519,0,272561,Chlamydia trachomatis D/UW-3/CX,,bacteria,47,13,1,1,2017-04-04T18:07:28.000Z,2024-09-10T04:41:31.000Z,1731962247.2272599,yO3cra1Dd9uZGw
488,UP000000432,GCA_000203855.3,3,,,ASM20385v3,complete-genome,PRJNA356,ASM20385v3 assembly for Lactobacillus plantarum WCFS1,3348624,3348624,0,220668,Lactobacillus plantarum WCFS1,,bacteria,132,37,1,1,2017-04-04T18:07:29.000Z,2024-09-10T04:55:44.000Z,1731962247.2272599,NE0BBcygQ0e1ew
489,UP000000434,GCA_000012405.1,1,,,ASM1240v1,complete-genome,PRJNA94,ASM1240v1 assembly for Thermobifida fusca YX,3642249,3642249,0,269800,Thermobifida fusca YX,,bacteria,0,0,0,1,2017-04-04T18:07:29.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,oMOrpVB3X8GgxA
490,UP000000437,GCA_000002035.3,3,,0,GRCz10,,PRJNA11776,Genome Reference Consortium Zebrafish Build 10,1371702787,1369617602,0,7955,Danio rerio,zebrafish,eukaryota,0,0,1,1,2018-03-12T16:41:41.000Z,2024-09-10T04:52:27.000Z,1731962247.2272599,cV+05TNzO2vdUQ
491,UP000000438,GCA_000008265.1,1,,,ASM826v1,complete-genome,PRJNA10641,ASM826v1 assembly for Picrophilus torridus DSM 9790,1545895,1545895,0,263820,Picrophilus torridus DSM 9790,,archaea,0,0,0,1,2017-04-04T18:07:26.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,e7urgzonr3i7iQ
492,UP000000439,GCA_000007525.1,1,,,ASM752v1,complete-genome,PRJNA328,ASM752v1 assembly for Bifidobacterium longum NCC2705,2260266,2260266,0,206672,Bifidobacterium longum NCC2705,,bacteria,79,19,1,1,2017-04-04T18:25:34.000Z,2024-09-10T04:39:55.000Z,1731962247.2272599,XpEJPFJ2tVq4pA
493,UP000000440,GCA_000011345.1,1,,,ASM1134v1,complete-genome,PRJNA308,ASM1134v1 assembly for Thermosynechococcus elongatus BP-1,2593857,2593857,0,197221,Thermosynechococcus elongatus BP-1,,bacteria,113,27,1,1,2017-04-04T18:30:39.000Z,2024-09-10T04:39:46.000Z,1731962247.2272599,IoEpEC/ok0sG1g
494,UP000000442,GCA_000020365.1,1,,,ASM2036v1,complete-genome,PRJNA20931,ASM2036v1 assembly for Desulfobacterium autotrophicum HRM2,5657782,5657782,0,177437,Desulfobacterium autotrophicum HRM2,,bacteria,96,26,0,1,2017-04-04T18:25:07.000Z,2024-09-10T04:38:57.000Z,1731962247.2272599,JfzlSQUiOZ03Fg
495,UP000000444,GCA_000009405.1,1,,,ASM940v1,complete-genome,PRJEA34811,ASM940v1 assembly for Staphylococcus carnosus subsp. carnosus TM300,2566424,2566424,0,396513,Staphylococcus carnosus subsp. carnosus TM300,,bacteria,0,0,0,1,2017-04-04T18:28:17.000Z,2024-09-10T04:55:55.000Z,1731962247.2272599,ZO/A/UrAdJQqbg
496,UP000000447,GCA_000021685.1,1,,,ASM2168v1,complete-genome,PRJNA32569,ASM2168v1 assembly for Thermomicrobium roseum DSM 5159,2920744,2920744,0,309801,Thermomicrobium roseum DSM 5159,,bacteria,0,0,0,1,2017-04-04T18:27:46.000Z,2024-09-10T04:55:51.000Z,1731962247.2272599,YkMGNfQNCaUEag
497,UP000000448,GCA_000021725.1,1,,0,ASM2172v1,,PRJNA32573,ASM2172v1 assembly for Nautilia profundicola AmH,1676444,1676444,0,598659,Nautilia profundicola AmH,,bacteria,0,0,0,1,2018-03-12T16:49:16.000Z,2024-09-10T04:56:00.000Z,1731962247.2272599,ZYwZCqSJXu8Xzw
498,UP000000449,GCA_000009545.1,1,,,ASM954v1,complete-genome,PRJNA353,ASM954v1 assembly for Streptococcus uberis 0140J,1852352,1852352,0,218495,Streptococcus uberis 0140J,,bacteria,106,41,0,1,2017-04-04T18:34:00.000Z,2024-09-10T04:40:22.000Z,1731962247.2272599,j6rk4aTXyAQb9w
499,UP000000456,,0,,0,,,,Cronobacter phage vB_CsaP_GAP52,76631,0,0,1141137,Cronobacter phage vB_CsaP_GAP52,,viruses,2,1,0,1,2018-03-12T16:43:45.000Z,2018-06-16T11:41:21.000Z,1731962247.2272599,ZHFjN0htdS1yIw
500,UP000000457,,0,,0,,,,Cronobacter phage vB_CsaM_GAP32,358663,0,0,1141136,Cronobacter phage vB_CsaM_GAP32,,viruses,26,1,0,1,2018-03-12T16:47:08.000Z,2024-09-10T04:46:21.000Z,1731962247.2272599,/GZvSejZwCqETA
501,UP000000458,GCA_000900455.1,1,,,ViralProj179409,complete-genome,PRJNA485481,,147940,,,1141135,Cronobacter phage vB_CsaM_GAP31,,viruses,0,0,0,1,2024-06-27T09:18:43.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,UDd25Na9bZBMGQ
502,UP000000459,GCA_000306725.1,1,,0,ASM30672v1,,PRJNA74005,ASM30672v1 assembly for Methanolobus psychrophilus R15,3072769,3072769,0,1094980,Methanolobus psychrophilus R15,,archaea,0,0,0,1,2018-03-12T16:43:44.000Z,2024-09-10T04:56:06.000Z,1731962247.2272599,kGyJaaBpSsb+WQ
503,UP000000461,,0,,0,,,,Caulobacter phage CcrRogue,223720,0,0,1211643,Caulobacter virus Rogue,,viruses,0,0,0,1,2018-03-12T16:53:43.000Z,2024-09-10T04:56:08.000Z,1731962247.2272599,O76cydcMv4FUwQ
504,UP000000463,,0,,0,,,,Caulobacter phage CcrColossus,279967,0,0,1211640,Caulobacter phage CcrColossus,,viruses,26,2,0,1,2018-03-12T16:45:03.000Z,2024-09-10T04:46:35.000Z,1731962247.2272599,e5BY+Of0MdlzJw
505,UP000000466,GCA_000305785.2,2,,0,ASM30578v2,,PRJNA74637,ASM30578v2 assembly for Simiduia agarivorans SA1 = DSM 21679,4300227,4300227,0,1117647,Simiduia agarivorans SA1 = DSM 21679,,bacteria,63,20,0,1,2018-03-12T17:01:03.000Z,2020-04-23T11:55:51.000Z,1731962247.2272599,xTF2N6Hu4JTkoQ
506,UP000000467,GCA_000305935.1,1,,0,ASM30593v1,,PRJNA168373,ASM30593v1 assembly for Thermacetogenium phaeum DSM 12270,2939057,2939057,0,1089553,Thermacetogenium phaeum DSM 12270,,bacteria,443,37,0,1,2018-03-12T16:45:02.000Z,2024-09-10T04:56:06.000Z,1731962247.2272599,HheNdm4oM22Z8w
507,UP000000469,,0,,0,,,,Pygmy Chimpanzee papilloma virus type 1 DNA,7902,0,0,10576,Pygmy chimpanzee papillomavirus type 1,,viruses,0,0,0,1,2018-03-12T16:52:32.000Z,2018-06-16T11:40:36.000Z,1731962247.2272599,kBNBQsRZKnSK2g
508,UP000000470,GCA_004095515.1,1,,,ASM409551v1,complete-genome,,,1768,,,85708,Porcine circovirus 2,PCV2,viruses,0,0,0,1,2024-06-27T09:25:15.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,hlx8lYEvKwEJmw
509,UP000000472,GCA_000863525.1,1,,0,ViralProj15421,,,"Parainfluenza type 2 virus NP, P, M, F, HM and L genes for nucleocapsid protein, phospho-protein, matrix protein, fusio",15646,0,0,11214,Human parainfluenza virus 2 (strain Toshiba),,viruses,0,0,0,0,2018-03-12T16:43:03.000Z,2018-06-18T13:54:52.000Z,1731962247.2272599,F+nlvELQ5OiZ1w
510,UP000000477,,0,,0,,,,Papaya mosaic virus genomic RNA,6656,0,0,12181,Papaya mosaic potexvirus,,viruses,0,0,0,1,2018-03-12T16:43:03.000Z,2018-06-16T11:41:37.000Z,1731962247.2272599,EFus7kxan36Z1A
511,UP000000479,,0,,0,,,,Streptococcus phage phiNJ2,37282,0,0,1239381,Streptococcus phage phiNJ2,,viruses,1,1,0,1,2018-03-12T16:43:04.000Z,2018-06-16T11:41:36.000Z,1731962247.2272599,Rw0yAIryZM/HMA
512,UP000000482,GCA_000305815.1,1,,0,ASM30581v1,,PRJNA80805,ASM30581v1 assembly for Dehalobacter sp. CF,3092048,3092048,0,1131462,Dehalobacter sp. CF,,bacteria,0,0,0,1,2018-03-12T16:56:05.000Z,2024-09-10T04:56:07.000Z,1731962247.2272599,yfiAPm8kjhwHjg
513,UP000000483,GCA_000195295.1,1,,0,ASM19529v1,,PRJNA51777,ASM19529v1 assembly for Desulfobacca acetoxidans DSM 11109,3282536,3282536,0,880072,Desulfobacca acetoxidans DSM 11109,,bacteria,167,22,0,1,2018-03-12T16:56:05.000Z,2024-09-10T04:45:33.000Z,1731962247.2272599,fOoazvFDXE1C0A
514,UP000000485,GCA_000218545.1,1,,0,ASM21854v1,,PRJNA33853,ASM21854v1 assembly for Cellulomonas gilvus ATCC 13127,3526441,3526441,0,593907,Cellulomonas gilvus ATCC 13127,,bacteria,71,26,0,1,2018-03-12T16:56:05.000Z,2023-11-06T17:24:46.000Z,1731962247.2272599,nw1wBC/jImICvQ
515,UP000000489,,0,,0,,,,Enterobacteria phage K30,40940,0,0,1041524,Escherichia phage K30,,viruses,0,0,0,1,2018-03-12T16:56:04.000Z,2018-06-16T11:40:44.000Z,1731962247.2272599,Ab4sLZTVwslfBA
516,UP000000491,GCA_000218875.1,1,,0,ASM21887v1,,PRJNA34927,ASM21887v1 assembly for Zymomonas mobilis subsp. pomaceae ATCC 29192,2061413,2061413,0,579138,Zymomonas mobilis subsp. pomaceae ATCC 29192,,bacteria,0,0,0,1,2018-03-12T16:45:09.000Z,2024-09-10T04:56:00.000Z,1731962247.2272599,nUlTFCGXohgazw
517,UP000000492,GCA_000177535.2,2,,0,ASM17753v2,,PRJNA39683,ASM17753v2 assembly for Corynebacterium resistens DSM 45100,2601311,2601311,0,662755,Corynebacterium resistens DSM 45100,,bacteria,67,16,0,1,2018-03-12T16:45:10.000Z,2024-09-10T04:56:02.000Z,1731962247.2272599,v1KYgSb3+wK/5A
518,UP000000493,GCA_000218895.1,1,,0,ASM21889v1,,PRJNA49125,ASM21889v1 assembly for Runella slithyformis DSM 19594,6919729,6919729,0,761193,Runella slithyformis DSM 19594,,bacteria,60,16,0,1,2018-03-12T16:45:10.000Z,2024-09-10T04:56:03.000Z,1731962247.2272599,+AyKFTM23hBrLA
519,UP000000494,GCA_000253295.1,1,,,ASM25329v1,complete-genome,PRJNA67153,ASM25329v1 assembly for Hyphomicrobium sp. MC1,4757528,4757528,,717785,Hyphomicrobium sp. MC1,,bacteria,71,28,0,1,2017-04-04T18:14:16.000Z,2024-09-10T04:45:18.000Z,1731962247.2272599,qossHWVpEpSLqA
520,UP000000495,GCA_000253035.1,1,,0,ASM25303v1,,PRJEA49033,ASM25303v1 assembly for Parachlamydia acanthamoebae UV-7,3072383,3072383,0,765952,Parachlamydia acanthamoebae UV-7,,bacteria,54,13,0,1,2018-03-12T16:45:09.000Z,2024-09-10T04:56:03.000Z,1731962247.2272599,PCH4VXq/WaYAiA
521,UP000000496,GCA_000237205.1,1,,0,ASM23720v1,,PRJEA49035,ASM23720v1 assembly for Simkania negevensis Z,2628375,2628375,0,331113,Simkania negevensis Z,,bacteria,44,16,0,1,2018-03-12T16:45:09.000Z,2018-06-18T13:54:53.000Z,1731962247.2272599,DF6Fa5/EuzKZdQ
522,UP000000501,GCA_000219585.1,1,,0,ASM21958v1,,PRJNA52837,ASM21958v1 assembly for Nitrosomonas sp. Is79A3,3783444,3783444,0,261292,Nitrosomonas sp. Is79A3,,bacteria,0,0,0,1,2018-03-12T16:48:10.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,ccSPjkroKiz5OA
523,UP000000503,GCA_000219725.1,1,,0,ASM21972v1,,PRJNA46527,ASM21972v1 assembly for Treponema caldarium DSM 7334,3239340,3239340,0,744872,Treponema caldarium DSM 7334,,bacteria,71,19,0,1,2018-03-12T16:48:10.000Z,2024-09-10T04:56:02.000Z,1731962247.2272599,KSxctJ6Kd1MaZw
524,UP000000504,GCA_000219175.1,1,,0,ASM21917v1,,PRJNA53213,ASM21917v1 assembly for Candidatus Moranella endobia PCIT,538294,538294,0,903503,Candidatus Moranella endobia PCIT,,bacteria,55,18,0,1,2018-03-12T16:48:10.000Z,2022-10-29T17:54:10.000Z,1731962247.2272599,AWs8w8R5c32Qpw
525,UP000000506,,0,,0,,,,Nitrososphaera phage Pro-Nvie1,23750,0,0,927392,Nitrososphaera phage Pro-Nvie1,,viruses,0,0,0,1,2018-03-12T16:48:10.000Z,2018-06-16T11:41:38.000Z,1731962247.2272599,s/lIWxDsAKPzCw
526,UP000000511,,0,,0,,,,Microvirus CA82,5514,0,0,913970,Microvirus CA82,,viruses,0,0,0,1,2018-03-12T17:03:56.000Z,2018-06-16T11:41:46.000Z,1731962247.2272599,dKHwIVErU5k78w
527,UP000000512,,0,,0,,,,Sulfolobus spindle-shaped virus 7,17602,0,0,693628,Sulfolobus spindle-shaped virus 7,,viruses,1,1,0,1,2018-03-12T17:03:56.000Z,2018-06-16T11:41:58.000Z,1731962247.2272599,f2IqYCLyTxiIvA
528,UP000000513,GCA_000873825.1,1,,0,ViralProj19605,,,Acidianus bottle-shaped virus,23814,0,0,654911,Acidianus bottle-shaped virus (isolate Italy/Pozzuoli),,viruses,0,0,1,1,2018-03-12T17:03:57.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,24puhbIg1+g/Lg
529,UP000000514,GCA_000842625.1,1,,0,ViralProj14363,,,Acidianus filamentus virus 1 complete genome,20869,0,0,654909,Acidianus filamentous virus 1 (isolate United States/Yellowstone),,viruses,0,0,1,1,2018-03-12T17:03:57.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,3y+zO8/U5a0D1A
530,UP000000515,GCA_000851665.1,1,,0,ViralMultiSegProj14853,,,RefStrain,6603,0,0,654931,Drosophila x virus (isolate Chung/1996),,viruses,0,0,1,1,2018-03-12T17:03:57.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,fviKDz3cyJUrmA
531,UP000000516,GCA_000839605.1,1,,0,ViralProj14081,,,Lymphocystis disease virus 1,102653,0,0,654922,Lymphocystis disease virus 1,,viruses,0,0,1,0,2018-03-12T17:03:57.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,/UuXd+CNMbVnkQ
532,UP000000517,GCA_000146505.1,1,,0,ASM14650v1,,PRJNA47,ASM14650v1 assembly for Fibrobacter succinogenes subsp. succinogenes S85,3843004,3843004,0,59374,Fibrobacter succinogenes subsp. succinogenes S85,,bacteria,0,0,0,1,2018-03-12T16:44:24.000Z,2024-09-10T04:54:29.000Z,1731962247.2272599,CWL1idL7e3sY+w
533,UP000000518,,,,,ViralProj15432,,,,9646,,,11108,Hepatitis C virus H77 Isolate Unknown-AF009606,,viruses,14,14,1,0,2017-05-15T11:10:19.000Z,2024-09-10T04:53:10.000Z,1731962247.2272599,V1f7v8kAuVcwQQ
534,UP000000519,GCA_000852845.1,1,,0,ViralProj14769,,,"Pea enation mosaic virus-1 polymerase gene, partial cds; coat protein gene",5706,0,0,693989,Pea enation mosaic virus-1 (strain WSG),,viruses,0,0,1,1,2018-03-12T17:03:55.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,yoiMuryUxGmguA
535,UP000000520,GCA_000862905.1,1,,0,ViralProj15290,,,Potatovirus Y strain N genomic RNA,9704,0,0,12219,Potato virus Y (strain N),,viruses,0,0,1,0,2018-03-12T17:04:30.000Z,2018-06-18T13:55:01.000Z,1731962247.2272599,YDJe03eiwAQb5Q
536,UP000000521,GCA_000860645.1,1,,0,ViralProj15336,,,Brome streak mosaic rymovirus polyprotein RNA.,9672,0,0,117138,Brome streak virus (strain 11-Cal),,viruses,0,0,1,0,2018-03-12T17:00:52.000Z,2018-06-18T13:55:00.000Z,1731962247.2272599,ncMC/vOKCo1+5A
537,UP000000522,GCA_000854365.1,1,,0,ViralProj15071,,,Tobacco mosaic virus genome (variant 1),6395,0,0,12243,Tobacco mosaic virus (strain vulgare),,viruses,4,4,1,1,2018-03-12T16:48:52.000Z,2018-06-18T13:54:55.000Z,1731962247.2272599,gcn91QD8lfMqxg
538,UP000000523,,0,,0,,,,Staphylococcus phage SAP-26,41207,0,0,872294,Staphylococcus virus SAP26,,viruses,0,0,0,1,2018-03-12T16:48:52.000Z,2018-06-16T11:41:54.000Z,1731962247.2272599,O7lFyOl1BhAsIQ
539,UP000000524,,0,,0,,,,Mycobacterium virus Bron,73453,0,0,861047,Mycobacterium virus Bron,,viruses,8,1,1,1,2018-03-12T16:48:52.000Z,2018-06-16T11:41:49.000Z,1731962247.2272599,+Df1rjGNsrQ7vw
540,UP000000525,,0,,0,,,,Mycobacterium phage Angelica,59598,0,0,861044,Mycobacterium virus Angelica,,viruses,0,0,0,1,2018-03-12T16:48:52.000Z,2024-09-10T04:56:03.000Z,1731962247.2272599,itAq4whnNixgjQ
541,UP000000526,GCA_002630485.1,1,,,ASM263048v1,complete-genome,,,47287,,,861048,Mycobacterium phage Island3,,viruses,0,0,0,1,2024-06-27T09:19:08.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,Xk9q1WVT585V6w
542,UP000000528,GCA_000195875.1,1,,0,ASM19587v1,,PRJNA100,ASM19587v1 assembly for Mycoplasma pulmonis UAB CTIP,963879,963879,0,272635,Mycoplasma pulmonis UAB CTIP,,bacteria,36,12,0,1,2018-03-12T16:48:52.000Z,2022-10-29T17:58:33.000Z,1731962247.2272599,i1IhQ8Topb0Q+Q
543,UP000000529,GCA_000011565.1,1,,,ASM1156v1,chromosome,PRJNA10700,ASM1156v1 assembly for Candidatus Protochlamydia amoebophila UWE25,2414465,2414445,0,264201,Candidatus Protochlamydia amoebophila UWE25,,bacteria,0,0,0,1,2017-04-04T18:20:50.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,Meg9WJ7sfQc1HA
544,UP000000531,GCA_000011925.1,1,,,ASM1192v1,complete-genome,PRJNA64,ASM1192v1 assembly for Staphylococcus epidermidis RP62A,2643840,2643840,0,176279,Staphylococcus epidermidis RP62A,,bacteria,165,52,1,1,2017-04-04T18:02:56.000Z,2024-09-10T04:55:41.000Z,1731962247.2272599,7LlFROxfV9oC/Q
545,UP000000532,GCA_000091545.1,1,,,ASM9154v1,complete-genome,PRJNA13202,ASM9154v1 assembly for Thermus thermophilus HB8,2116056,2116056,0,300852,Thermus thermophilus HB8,,bacteria,143,23,1,1,2017-04-04T18:02:56.000Z,2024-09-10T04:41:58.000Z,1731962247.2272599,5c771BS+Lzw3kQ
546,UP000000533,GCA_000050405.1,1,,0,ASM5040v1,,PRJNA13356,ASM5040v1 assembly for Ehrlichia ruminantium str. Gardel,1499920,1499920,0,302409,Ehrlichia ruminantium str. Gardel,,bacteria,0,0,0,1,2018-03-12T16:35:49.000Z,2024-09-10T04:55:51.000Z,1731962247.2272599,mHbqL1aiiIA8ZA
547,UP000000534,GCA_000008385.1,1,,,ASM838v1,complete-genome,PRJNA12475,ASM838v1 assembly for Wolbachia endosymbiont strain TRS of Brugia malayi,1080084,1080084,0,292805,Wolbachia endosymbiont strain TRS of Brugia malayi,,bacteria,0,0,0,0,2017-04-04T18:02:56.000Z,2020-04-23T11:50:50.000Z,1731962247.2272599,cSTQhbZigYVhDQ
548,UP000000535,GCA_000006845.1,1,,,ASM684v1,complete-genome,PRJNA23,ASM684v1 assembly for Neisseria gonorrhoeae FA 1090,2153922,2153922,0,242231,Neisseria gonorrhoeae FA 1090,,bacteria,88,29,1,0,2017-04-04T18:02:56.000Z,2024-09-10T04:41:00.000Z,1731962247.2272599,gIUQkAgn+lfYvA
549,UP000000536,GCA_000009965.1,1,,,ASM996v1,complete-genome,PRJNA13213,ASM996v1 assembly for Thermococcus kodakarensis KOD1,2088737,2088737,0,69014,Thermococcus kodakarensis KOD1,,archaea,143,44,1,1,2017-04-04T18:02:56.000Z,2024-09-09T21:22:05.000Z,1731962247.2272599,o+C7GPT20xlDtA
550,UP000000537,GCA_000011805.1,1,,,ASM1180v1,complete-genome,PRJNA12986,ASM1180v1 assembly for Vibrio fischeri ES114,4273718,4273718,0,312309,Vibrio fischeri ES114,,bacteria,196,46,1,1,2017-04-04T18:02:56.000Z,2024-09-10T04:42:07.000Z,1731962247.2272599,Rr6N09fnliqO9A
551,UP000000539,GCA_000002315.3,3,,0,Gallus_gallus-5.0,,PRJNA13342,Gallus_gallus-5.0 assembly for Gallus gallus,1230241782,1218476783,0,9031,Gallus gallus,chicken,eukaryota,0,0,1,1,2018-03-12T16:35:51.000Z,2024-09-10T04:52:42.000Z,1731962247.2272599,gUwga2QrggcoXw
552,UP000000542,GCA_000002725.2,2,,,ASM272v2,complete-genome,PRJNA10724,ASM272v2 assembly for Leishmania major strain Friedlin,32855089,32855089,0,347515,Leishmania major strain Friedlin,,eukaryota,380,52,1,1,2017-04-04T18:21:56.000Z,2024-09-10T04:42:36.000Z,1731962247.2272599,JuKh65lxsM3S9Q
553,UP000000543,GCA_000009865.1,1,,0,ASM986v1,,PRJNA12508,ASM986v1 assembly for Staphylococcus haemolyticus JCSC1435,2697861,2697861,0,279808,Staphylococcus haemolyticus JCSC1435,,bacteria,177,49,0,0,2018-03-12T16:49:34.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,hZdZcInCPRmXDw
554,UP000000545,GCA_000006605.1,1,,,ASM660v1,complete-genome,PRJNA13967,ASM660v1 assembly for Corynebacterium jeikeium K411,2476822,2476822,0,306537,Corynebacterium jeikeium K411,,bacteria,67,18,0,1,2017-04-04T18:21:58.000Z,2024-09-10T04:42:00.000Z,1731962247.2272599,Wb3zYrJloXGWxg
555,UP000000546,GCA_000012305.1,1,,,ASM1230v1,complete-genome,PRJNA9633,ASM1230v1 assembly for Psychrobacter arcticus 273-4,2650701,2650701,0,259536,Psychrobacter arcticus 273-4,,bacteria,74,18,0,1,2017-04-04T18:21:25.000Z,2024-09-10T04:41:20.000Z,1731962247.2272599,204F7WnRIBO/Qg
556,UP000000547,GCA_000012325.1,1,,,ASM1232v1,complete-genome,PRJNA275,ASM1232v1 assembly for Colwellia psychrerythraea 34H,5373180,5373180,0,167879,Colwellia psychrerythraea 34H,,bacteria,0,0,0,1,2017-04-04T18:22:14.000Z,2024-09-10T04:55:39.000Z,1731962247.2272599,2CLfaBEk48TrDQ
557,UP000000548,GCA_000008205.1,1,,,ASM820v1,complete-genome,PRJNA10675,ASM820v1 assembly for Mycoplasma hyopneumoniae J,897405,897405,0,262719,Mycoplasma hyopneumoniae J,,bacteria,0,0,0,1,2017-04-04T18:21:25.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,D066NNcH96olOQ
558,UP000000549,GCA_000008245.1,1,,0,ASM824v1,,PRJNA10676,ASM824v1 assembly for Mycoplasma synoviae 53,799476,799476,0,262723,Mycoplasma synoviae 53,,bacteria,43,13,0,1,2018-03-12T16:41:40.000Z,2024-09-10T04:41:23.000Z,1731962247.2272599,jeFjWtnX3gDzWQ
559,UP000000550,GCA_000012425.1,1,,,ASM1242v1,complete-genome,PRJNA9635,ASM1242v1 assembly for Dechloromonas aromatica RCB,4501104,4501104,0,159087,Dechloromonas aromatica RCB,,bacteria,0,0,0,1,2017-04-04T18:03:43.000Z,2024-09-10T04:55:39.000Z,1731962247.2272599,YruEItVyLXjkQw
560,UP000000552,GCA_000009625.1,1,,,ASM962v1,complete-genome,PRJNA18,ASM962v1 assembly for Mesorhizobium loti MAFF303099,7596297,7596297,0,266835,Mesorhizobium loti MAFF303099,,bacteria,0,0,0,1,2017-04-04T18:03:45.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,EEO9wqVyUGjAiQ
561,UP000000554,GCA_000006805.1,1,,,ASM680v1,complete-genome,PRJNA217,ASM680v1 assembly for Halobacterium salinarum NRC-1,2571010,2571010,0,64091,Halobacterium salinarum NRC-1,,archaea,52,18,1,1,2017-04-04T18:03:44.000Z,2022-10-29T17:57:44.000Z,1731962247.2272599,q/qYdvpxi5IR3A
562,UP000000555,GCA_000007085.1,1,,,ASM708v1,complete-genome,PRJNA249,ASM708v1 assembly for Caldanaerobacter subterraneus subsp. tengcongensis MB4,2689445,2689445,0,273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4,,bacteria,424,40,0,1,2017-04-04T18:03:44.000Z,2024-09-10T04:41:33.000Z,1731962247.2272599,KzQhZrfb8jP1WA
563,UP000000556,GCA_000007565.2,2,,0,ASM756v2,,PRJNA267,ASM756v2 assembly for Pseudomonas putida KT2440,6181873,6181873,0,160488,Pseudomonas putida KT2440,,bacteria,209,68,0,1,2018-03-12T16:37:50.000Z,2022-10-29T17:53:31.000Z,1731962247.2272599,AVR/UFFIq/CCvg
564,UP000000557,GCA_000011385.1,1,,,ASM1138v1,complete-genome,PRJNA9606,ASM1138v1 assembly for Gloeobacter violaceus PCC 7421,4659019,4659019,0,251221,Gloeobacter violaceus PCC 7421,,bacteria,63,25,1,1,2017-04-04T18:03:44.000Z,2024-09-10T04:41:13.000Z,1731962247.2272599,2rHGxgX/V5yxXg
565,UP000000558,GCA_000008865.2,2,,,ASM886v2,complete-genome,PRJNA226,"Escherichia coli is a Gram-negative straight rod, which either uses peritrichous flagella for mobility or is nonmotile. It is a facultatively anaerobic chemoorganotroph capable of both respiratory and fermentative metabolism. E.coli serves a useful function in the body by suppressing the growth of harmful bacterial species and by synthesising appreciable amounts of vitamins. It is an important component of the biosphere. It colonizes the lower gut of animals and survives when released to the natural environment, allowing widespread dissemination to new hosts. Pathogenic E.coli strains are responsible for infection of the enteric, urinary, pulmonary and nervous systems. Comparison of 20 E.coli/Shigella strains shows the core genome to be about 2000 genes while the pan-genome has over 18,000 genes. There are multiple, striking integration hotspots that are conserved across the genomes, corresponding to regions of abundant and parallel insertions and deletions of genetic material.;
;
E.coli O157:H7, phylogroup E, is a enterohemorrhagic strain producing large quantities of one or more related, potent toxins that cause severe damage to the lining of intestine. These toxins are closely related to the toxin produced by Shigella dysenteriae. The acute disease caused by the bacterium is called hemorrhagic colitis and is characterized by severe cramping and diarrhea. Undercooked or raw hamburger has been implicated in nearly all documented outbreaks and in other sporadic cases. Raw milk was the vehicle in a school outbreak in Canada.",5594605,,,83334,Escherichia coli O157:H7,,bacteria,0,0,1,1,2024-06-27T09:24:42.000Z,2024-09-02T20:20:46.000Z,1731962247.2272599,aDQWHSYX5eji4w
566,UP000000559,GCA_000182965.3,3,,0,ASM18296v3,,PRJNA10701,ASM18296v3 assembly for Candida albicans SC5314,14282666,14276407,0,237561,Candida albicans SC5314,,eukaryota,156,51,1,1,2018-03-12T16:37:52.000Z,2024-09-10T04:55:47.000Z,1731962247.2272599,IXXQMMWjYBx4BA
567,UP000000560,GCA_000011425.1,1,,,ASM1142v1,chromosome,PRJEA40559,ASM1142v1 assembly for Aspergillus nidulans FGSC A4,29828291,29817824,0,227321,Aspergillus nidulans FGSC A4,,eukaryota,232,41,1,1,2017-04-04T18:20:38.000Z,2024-09-10T04:55:47.000Z,1731962247.2272599,zLBVk+5QDai3dQ
